latitude,longitude,moho
-89.0028710982659,-152.39202228412256,32.30564600114951
-89.0028710982659,-151.3909860724234,32.324792173720766
-89.0028710982659,-150.38994986072422,32.34362290427589
-89.0028710982659,-149.38891364902506,32.362130067755515
-89.0028710982659,-148.3878774373259,32.3803062848566
-89.0028710982659,-147.38684122562674,32.39814493161202
-89.0028710982659,-146.38580501392755,32.41564015999893
-89.0028710982659,-145.3847688022284,32.4327868776021
-89.0028710982659,-144.38373259052923,32.449580749042525
-89.0028710982659,-143.38269637883008,32.466018221194645
-89.0028710982659,-142.38166016713092,32.48209646550765
-89.0028710982659,-141.38062395543176,32.49781340400432
-89.0028710982659,-140.3795877437326,32.513167671343126
-89.0028710982659,-139.3785515320334,32.5281585928754
-89.0028710982659,-138.37751532033425,32.54278617010118
-89.0028710982659,-137.3764791086351,32.557051045400385
-89.0028710982659,-136.3754428969359,32.570954474130644
-89.0028710982659,-135.37440668523675,32.584498292243836
-89.0028710982659,-134.3733704735376,32.59768487656828
-89.0028710982659,-133.37233426183843,32.61051711373847
-89.0028710982659,-132.37129805013927,32.622998356305686
-89.0028710982659,-131.37026183844011,32.63513239896304
-89.0028710982659,-130.36922562674096,32.64692341397205
-89.0028710982659,-129.36818941504177,32.658375926368024
-89.0028710982659,-128.3671532033426,32.66949477610012
-89.0028710982659,-127.36611699164345,32.680285069842114
-89.0028710982659,-126.3650807799443,32.69075214429324
-89.0028710982659,-125.36404456824512,32.70090152071123
-89.0028710982659,-124.36300835654595,32.71073887602006
-89.0028710982659,-123.36197214484679,32.72027000151331
-89.0028710982659,-122.36093593314763,32.7295007575039
-89.0028710982659,-121.35989972144847,32.73843704910075
-89.0028710982659,-120.3588635097493,32.74708478613735
-89.0028710982659,-119.35782729805013,32.75544985556331
-89.0028710982659,-118.35679108635097,32.76353808881669
-89.0028710982659,-117.35575487465181,32.77135521658289
-89.0028710982659,-116.35471866295265,32.77890687201045
-89.0028710982659,-115.35368245125348,32.786198533087145
-89.0028710982659,-114.35264623955432,32.793235516290565
-89.0028710982659,-113.35161002785514,32.80002295153406
-89.0028710982659,-112.35057381615599,32.80656574351406
-89.0028710982659,-111.34953760445681,32.81286858360403
-89.0028710982659,-110.34850139275765,32.81893590153783
-89.0028710982659,-109.3474651810585,32.8247718598671
-89.0028710982659,-108.34642896935932,32.83038033528129
-89.0028710982659,-107.34539275766016,32.835764913011076
-89.0028710982659,-106.34435654596099,32.84092886996024
-89.0028710982659,-105.34332033426183,32.84587514285272
-89.0028710982659,-104.34228412256267,32.850606353801425
-89.0028710982659,-103.3412479108635,32.855124770419536
-89.0028710982659,-102.34021169916434,32.85943231159206
-89.0028710982659,-101.33917548746518,32.863530535379425
-89.0028710982659,-100.33813927576601,32.86742063941489
-89.0028710982659,-99.33710306406685,32.871103448321946
-89.0028710982659,-98.33606685236768,32.87457941377892
-89.0028710982659,-97.33503064066852,32.87784859715936
-89.0028710982659,-96.33399442896936,32.88091069080008
-89.0028710982659,-95.33295821727019,32.88376499153043
-89.0028710982659,-94.33192200557103,32.88641042103416
-89.0028710982659,-93.33088579387186,32.88884551164631
-89.0028710982659,-92.3298495821727,32.89106840444805
-89.0028710982659,-91.32881337047354,32.893076860747215
-89.0028710982659,-90.32777715877437,32.894868255957874
-89.0028710982659,-89.32674094707521,32.89643957832607
-89.0028710982659,-88.32570473537604,32.8977874404593
-89.0028710982659,-87.32466852367688,32.89890809304819
-89.0028710982659,-86.32363231197772,32.899797393073015
-89.0028710982659,-85.32259610027855,32.90045082772366
-89.0028710982659,-84.32155988857939,32.90086355290123
-89.0028710982659,-83.32052367688021,32.901030335572784
-89.0028710982659,-82.31948746518106,32.90094560782114
-89.0028710982659,-81.3184512534819,32.90060345966248
-89.0028710982659,-80.31741504178272,32.89999763699092
-89.0028710982659,-79.31637883008356,32.89912156646017
-89.0028710982659,-78.3153426183844,32.89796835383231
-89.0028710982659,-77.31430640668523,32.89653079514511
-89.0028710982659,-76.31327019498607,32.89480139395812
-89.0028710982659,-75.3122339832869,32.892772352375175
-89.0028710982659,-74.31119777158774,32.890435620187816
-89.0028710982659,-73.31016155988858,32.887782857198886
-89.0028710982659,-72.30912534818941,32.884805498008404
-89.0028710982659,-71.30808913649025,32.88149471761858
-89.0028710982659,-70.30705292479108,32.87784147294616
-89.0028710982659,-69.30601671309192,32.87383652010402
-89.0028710982659,-68.30498050139276,32.86947040973757
-89.0028710982659,-67.30394428969359,32.86473353184704
-89.0028710982659,-66.30290807799443,32.859616097989885
-89.0028710982659,-65.30187186629526,32.85410817559574
-89.0028710982659,-64.3008356545961,32.84819971496876
-89.0028710982659,-63.29979944289694,32.84188055377405
-89.0028710982659,-62.29876323119777,32.8351404346443
-89.0028710982659,-61.29772701949861,32.82796902875708
-89.0028710982659,-60.29669080779945,32.82035595857673
-89.0028710982659,-59.29565459610028,32.81229082157023
-89.0028710982659,-58.29461838440112,32.803763177440146
-89.0028710982659,-57.293582172701946,32.7947626237206
-89.0028710982659,-56.29254596100279,32.78527876882879
-89.0028710982659,-55.29150974930363,32.775301274147296
-89.0028710982659,-54.290473537604456,32.76481987807182
-89.0028710982659,-53.2894373259053,32.75382441055228
-89.0028710982659,-52.288401114206124,32.742304807420055
-89.0028710982659,-51.287364902506965,32.730251156046165
-89.0028710982659,-50.28632869080781,32.71765368615257
-89.0028710982659,-49.28529247910865,32.704502817976504
-89.0028710982659,-48.28425626740946,32.69078917632544
-89.0028710982659,-47.2832200557103,32.676503592952656
-89.0028710982659,-46.28218384401114,32.66163716343385
-89.0028710982659,-45.281147632311985,32.64618124761796
-89.0028710982659,-44.280111420612826,32.63012747712418
-89.0028710982659,-43.27907520891364,32.61346781336988
-89.0028710982659,-42.27803899721448,32.59619453101368
-89.0028710982659,-41.27700278551532,32.57830026384727
-89.0028710982659,-40.27596657381616,32.559778013627636
-89.0028710982659,-39.274930362117004,32.54062116542417
-89.0028710982659,-38.27389415041782,32.520823527787854
-89.0028710982659,-37.27285793871866,32.50037931020944
-89.0028710982659,-36.2718217270195,32.47928319246978
-89.0028710982659,-35.27078551532034,32.45753030201291
-89.0028710982659,-34.26974930362118,32.43511625567254
-89.0028710982659,-33.268713091921995,32.41203714741647
-89.0028710982659,-32.26767688022284,32.388289603674934
-89.0028710982659,-31.266640668523678,32.36387075181767
-89.0028710982659,-30.26560445682452,32.338778277520476
-89.0028710982659,-29.26456824512536,32.313010413929305
-89.0028710982659,-28.263532033426202,32.28656594998995
-89.0028710982659,-27.262495821727015,32.25944425991611
-89.0028710982659,-26.261459610027856,32.2316453020419
-89.0028710982659,-25.260423398328697,32.20316963095138
-89.0028710982659,-24.25938718662954,32.17401840732498
-89.0028710982659,-23.25835097493038,32.14419340376253
-89.0028710982659,-22.257314763231193,32.11369702440504
-89.0028710982659,-21.256278551532034,32.08253228576689
-89.0028710982659,-20.255242339832876,32.05070284859005
-89.0028710982659,-19.254206128133717,32.01821301068503
-89.0028710982659,-18.253169916434558,31.98506771164648
-89.0028710982659,-17.25213370473537,31.951272536037493
-89.0028710982659,-16.251097493036212,31.91683371635554
-89.0028710982659,-15.250061281337054,31.88175813005779
-89.0028710982659,-14.249025069637895,31.846053308305443
-89.0028710982659,-13.247988857938736,31.80972742233604
-89.0028710982659,-12.24695264623955,31.772789303162654
-89.0028710982659,-11.24591643454039,31.73524841614892
-89.0028710982659,-10.244880222841232,31.69711486735821
-89.0028710982659,-9.243844011142073,31.65839940860468
-89.0028710982659,-8.242807799442915,31.61911340566047
-89.0028710982659,-7.241771587743727,31.57926887405341
-89.0028710982659,-6.240735376044569,31.538878436550874
-89.0028710982659,-5.23969916434541,31.497955318258562
-89.0028710982659,-4.238662952646251,31.456513372681627
-89.0028710982659,-3.2376267409470927,31.41456702150157
-89.0028710982659,-2.2365905292479056,31.372131294969904
-89.0028710982659,-1.235554317548747,31.32922178307666
-89.0028710982659,-0.2345181058495882,31.28585464933485
-89.0028710982659,0.7665181058495705,31.242046602175662
-89.0028710982659,1.7675543175487292,31.197814885264847
-89.0028710982659,2.7685905292479163,31.153177281147464
-89.0028710982659,3.769626740947075,31.10815207177211
-89.0028710982659,4.770662952646234,31.06275803708985
-89.0028710982659,5.771699164345392,31.017014445145037
-89.0028710982659,6.772735376044551,30.970941021628676
-89.0028710982659,7.773771587743738,30.92455794577387
-89.0028710982659,8.774807799442897,30.877885820346762
-89.0028710982659,9.775844011142055,30.830945671098334
-89.0028710982659,10.776880222841214,30.783758908363893
-89.0028710982659,11.777916434540373,30.736347320362313
-89.0028710982659,12.77895264623956,30.688733050987253
-89.0028710982659,13.779988857938719,30.640938579909232
-89.0028710982659,14.781025069637877,30.59298669779014
-89.0028710982659,15.782061281337036,30.544900496600235
-89.0028710982659,16.783097493036195,30.496703320494646
-89.0028710982659,17.784133704735353,30.44841877829691
-89.0028710982659,18.78516991643454,30.400070696776652
-89.0028710982659,19.7862061281337,30.35168311053434
-89.0028710982659,20.787242339832858,30.303280217160307
-89.0028710982659,21.788278551532017,30.25488637505225
-89.0028710982659,22.789314763231175,30.206526083192273
-89.0028710982659,23.790350974930362,30.158223923961486
-89.0028710982659,24.79138718662952,30.11000456510999
-89.0028710982659,25.79242339832868,30.061892728043745
-89.0028710982659,26.79345961002784,30.01391315566741
-89.0028710982659,27.794495821726997,29.966090588945292
-89.0028710982659,28.795532033426184,29.918449745980638
-89.0028710982659,29.796568245125343,29.87101527758682
-89.0028710982659,30.7976044568245,29.82381176223032
-89.0028710982659,31.79864066852366,29.776863658059085
-89.0028710982659,32.79967688022282,29.73019528589259
-89.0028710982659,33.800713091922006,29.68383080573534
-89.0028710982659,34.801749303621165,29.637794171475946
-89.0028710982659,35.80278551532032,29.59210912006523
-89.0028710982659,36.80382172701948,29.54679913576564
-89.0028710982659,37.80485793871864,29.50188741346267
-89.0028710982659,38.80589415041783,29.457396849512747
-89.0028710982659,39.80693036211699,29.41334999414994
-89.0028710982659,40.807966573816145,29.369769037226888
-89.0028710982659,41.809002785515304,29.326675767406925
-89.0028710982659,42.81003899721446,29.2840915618778
-89.0028710982659,43.81107520891365,29.242037342264723
-89.0028710982659,44.81211142061281,29.200533558026677
-89.0028710982659,45.81314763231197,29.159600145543948
-89.0028710982659,46.814183844011126,29.119256521117563
-89.0028710982659,47.815220055710284,29.079521545475757
-89.0028710982659,48.81625626740947,29.040413494917175
-89.0028710982659,49.81729247910863,29.00195004277532
-89.0028710982659,50.81832869080779,28.964148236207507
-89.0028710982659,51.81936490250695,28.92702446795755
-89.0028710982659,52.820401114206106,28.890594456235192
-89.0028710982659,53.82143732590529,28.85487321514597
-89.0028710982659,54.82247353760445,28.81987506561819
-89.0028710982659,55.82350974930361,28.7856135697416
-89.0028710982659,56.82454596100277,28.752101551378644
-89.0028710982659,57.82558217270193,28.71935104561669
-89.0028710982659,58.82661838440109,28.687373323342683
-89.0028710982659,59.827654596100274,28.656178841789995
-89.0028710982659,60.82869080779943,28.625777240461048
-89.0028710982659,61.82972701949859,28.5961773304835
