latitude,longitude,rf_moho,spline_moho,err_moho
38.03,94.55,60.8,58.17372963872279,2.626270361277207
38.03,94.55,63.0,58.17372963872279,4.82627036127721
37.68,93.66,55.0,59.20434588964737,4.204345889647371
38.26,92.14,62.0,57.55439910245597,4.445600897544033
38.8,94.35,51.0,55.98143677393622,4.981436773936217
39.58,94.27,51.0,53.9798605146712,2.979860514671202
39.76,93.49,48.8,53.763673427205504,4.9636734272055065
39.76,93.49,45.0,53.763673427205504,8.763673427205504
39.51,94.9,68.9,53.98550556702802,14.914494432971985
33.92,77.71,71.97,63.48992425549429,8.480075744505712
30.22,99.82,59.5,63.83921391256576,4.339213912565761
32.75,78.97,84.17,63.096655521675565,21.073344478324437
37.07,79.91,51.8,61.12783255665588,9.327832556655885
37.86,90.76,56.0,58.53369316345284,2.5336931634528383
27.87,96.8,51.23,56.796245387972384,5.566245387972387
28.07,96.54,54.28,57.80239519799585,3.5223951979958485
26.91,87.92,44.0,52.040025934038106,8.040025934038106
39.8,98.2,54.1,51.65440305169943,2.445596948300569
39.8,98.2,54.8,51.65440305169943,3.1455969483005646
38.45,99.54,64.0,54.46553940984914,9.534460590150857
35.24,100.99,60.0,58.270135522366445,1.729864477633555
33.43,101.48,59.0,57.982658819606996,1.0173411803930037
34.16,100.44,61.0,60.90933428753535,0.0906657124646486
34.68,100.64,63.0,59.81051994124377,3.1894800587562315
33.96,99.89,65.0,62.69792251343899,2.3020774865610107
35.33,100.23,62.0,60.101845082349364,1.8981549176506363
37.71,100.58,54.0,55.040371770605844,1.0403717706058444
37.05,102.4,54.0,52.92142299393022,1.0785770060697786
35.65,100.59,58.0,58.79809463649393,0.7980946364939285
35.49,72.57,76.0,60.370741439690285,15.629258560309715
32.22,78.07,60.0,61.41828673367974,1.418286733679743
34.36,77.65,74.17,63.6754171740256,10.494582825974405
39.52,75.92,60.3,56.551906662557776,3.7480933374422207
32.31,77.14,56.3,60.76381897046769,4.463818970467692
32.0,77.11,61.97,60.06530756657811,1.9046924334218858
22.6,99.9,35.4,33.2664523456837,2.1335476543162954
27.07,88.66,48.0,52.650193433582295,4.650193433582295
27.69,88.74,58.0,55.485906870106426,2.514093129893574
27.73,88.55,59.0,55.672381699052444,3.327618300947556
34.14,77.56,72.36,63.53679087550887,8.823209124491129
38.8,93.4,64.2,56.09156811199315,8.108431888006855
29.77,94.34,61.6,65.26179807373269,3.6617980737326903
32.44,77.75,59.0,61.56689799943409,2.56689799943409
27.99,96.22,48.52,57.26203177155134,8.74203177155134
29.7,91.15,79.9,64.1310381305982,15.768961869401807
29.7,91.15,80.0,64.1310381305982,15.8689618694018
29.7,91.15,88.0,64.1310381305982,23.8689618694018
27.94,96.72,51.22,57.153985974270526,5.933985974270527
29.77,94.74,58.0,65.36607741882709,7.366077418827089
25.8,98.9,42.0,45.574378989618836,3.574378989618836
41.1,95.5,45.8,50.39915312483873,4.599153124838736
34.9,98.2,68.8,64.92055357132003,3.8794464286799695
33.26,78.5,75.0,63.40578481920916,11.59421518079084
24.4,98.6,35.1,38.09890667663984,2.998906676639841
22.3,99.6,33.3,32.41865727699292,0.88134272300708
33.8,78.59,80.0,63.909185326881634,16.090814673118366
28.11,96.53,54.28,58.01510096969767,3.735100969697669
27.5,88.54,59.0,54.63020489149324,4.369795108506757
29.7,98.6,66.1,64.59459569660085,1.5054043033991462
34.34,73.21,57.0,60.30932445713645,3.309324457136448
33.19,78.69,78.11,63.457365007106446,14.652634992893553
31.96,78.04,60.0,60.840739292524134,0.8407392925241339
25.2,98.5,36.6,41.947946536045166,5.347946536045164
32.25,92.25,78.3,69.37785495825516,8.922145041744841
33.14,78.6,75.0,63.338321971582246,11.661678028417754
33.65,73.27,58.0,59.511092942998175,1.5110929429981752
33.22,78.65,75.0,63.463438210829764,11.536561789170236
27.56,89.32,61.0,54.816496962869884,6.183503037130116
35.14,73.06,65.0,60.77887298154122,4.22112701845878
34.05,78.44,75.0,63.951756507403985,11.048243492596015
32.0,77.45,52.0,60.380743122516236,8.380743122516236
39.7,97.7,54.8,52.26200506163346,2.5379949383665377
33.63,77.73,74.17,63.26606833278033,10.903931667219673
27.2,92.4,47.0,52.232966056133215,5.232966056133215
27.2,92.4,42.0,52.232966056133215,10.232966056133215
34.73,72.34,62.0,59.660457948396946,2.339542051603054
31.02,91.7,67.0,67.86753731188658,0.8675373118865792
31.53,77.79,50.0,59.59266286432345,9.59266286432345
39.6,94.8,62.0,53.788081315153384,8.211918684846616
34.03,72.68,52.0,59.355770064301446,7.355770064301446
27.87,96.89,50.92,56.82732952383266,5.907329523832658
27.95,96.4,52.73,57.10142473957754,4.371424739577542
34.23,72.17,53.0,58.970237781821524,5.970237781821524
35.08,72.47,75.0,60.06536693372087,14.934633066279133
29.88,96.68,64.5,65.97486699565495,1.4748669956549492
27.23,88.5,42.0,53.40511127112454,11.40511127112454
26.94,93.0,70.0,50.762242265726734,19.237757734273266
38.8,99.6,53.7,53.397780615938544,0.3022193840614591
38.8,99.6,51.8,53.397780615938544,1.5977806159385466
28.18,89.3,68.0,57.698096907508784,10.301903092491216
27.67,89.08,62.0,55.36694099013403,6.633059009865967
33.91,78.46,80.0,63.90014906989092,16.099850930109078
80.08,32.5,70.2,40.99496839780019,29.20503160219981
30.53,90.1,64.1,66.19137920079014,2.0913792007901435
30.65,90.13,66.0,66.46396298417412,0.46396298417411685
30.96,90.19,60.1,67.0750219984583,6.9750219984582955
31.12,90.1,59.6,67.28707540463974,7.687075404639735
31.3,90.03,60.2,67.4962711327973,7.296271132797301
31.58,89.98,62.3,67.76157198415397,5.461571984153977
31.94,89.36,61.5,67.69491670912822,6.194916709128222
32.06,89.19,62.5,67.65985185582359,5.1598518558235895
32.17,89.14,61.4,67.6591986856928,6.259198685692802
32.33,89.12,57.5,67.65678513158915,10.156785131589146
32.42,89.11,53.5,67.6443047348077,14.144304734807704
33.03,88.85,59.0,67.29301461348675,8.293014613486747
33.24,88.84,60.0,67.1343677392864,7.134367739286404
33.33,88.83,57.6,67.05568932243813,9.455689322438126
33.41,88.76,58.5,66.96238966869667,8.462389668696673
33.48,88.74,60.0,66.8910828103072,6.891082810307196
33.52,88.6,58.4,66.8132916590903,8.413291659090298
33.61,88.52,59.3,66.70391359092586,7.4039135909258675
33.65,88.5,60.3,66.65815868497779,6.358158684977795
33.76,88.4,59.0,66.51938648468197,7.519386484681974
25.03,98.52,35.0,41.0591341093991,6.059134109399103
34.6,77.59,76.3,63.697326281233835,12.602673718766162
27.89,88.53,61.0,56.39027718429394,4.609722815706057
37.2,98.9,57.7,58.6357047033538,0.9357047033537995
37.3,99.0,57.8,58.253878627608,0.453878627608006
34.81,77.51,77.72,63.67036767260757,14.04963232739243
30.06,95.2,57.4,66.51805231610375,9.11805231610375
25.0,98.5,36.6,40.894741744285376,4.294741744285375
25.03,98.52,39.0,41.0591341093991,2.0591341093991034
27.57,88.65,58.0,54.942755914520696,3.0572440854793044
29.89,97.63,73.9,65.74733942256549,8.152660577434517
36.13,94.8,67.0,63.87155155370129,3.1284484462987123
30.01,97.0,77.0,66.33594218299858,10.66405781700142
24.1,98.1,36.4,36.70327424605496,0.30327424605496134
24.09,98.07,35.3,36.65894209600175,1.3589420960017549
28.13,97.01,42.12,58.27436632693785,16.154366326937854
33.45,91.9,70.0,68.56783385486013,1.432166145139874
27.2,99.3,54.6,53.96729615838771,0.6327038416122903
28.9,99.8,44.8,61.1913901583084,16.391390158308404
24.7,98.5,36.2,39.41168384909332,3.211683849093319
29.23,88.85,74.0,61.95266601994727,12.047333980052727
29.23,88.85,71.0,61.95266601994727,9.047333980052727
35.5,99.8,54.8,60.82165353752778,6.021653537527783
30.29,99.4,61.4,64.74257773722509,3.342577737225092
25.89,99.37,44.8,46.43427817975018,1.6342781797501829
24.54,98.05,34.71,38.53110479070756,3.821104790707558
25.11,97.93,33.3,41.27979708900027,7.979797089000272
25.43,98.26,32.8,43.10804767305916,10.308047673059164
24.0,99.2,33.2,36.85452574827169,3.6545257482716877
25.9,99.4,42.9,46.515188639200886,3.6151886392008876
27.82,99.7,55.3,57.14534708754942,1.8453470875494205
29.62,96.33,67.0,65.04580900528819,1.9541909947118086
27.47,93.76,39.0,53.73975980207813,14.739759802078133
27.47,93.76,34.0,53.73975980207813,19.739759802078133
27.8,99.7,56.1,57.05327278098029,0.9532727809802921
25.67,91.91,35.0,44.457679042667394,9.457679042667394
25.28,91.72,38.0,42.79355793996857,4.793557939968572
25.28,91.72,44.0,42.79355793996857,1.2064420600314278
25.85,92.58,33.0,45.09956510871679,12.099565108716789
25.47,90.75,35.0,44.235496442246806,9.235496442246806
25.57,91.86,35.0,44.01567718446796,9.015677184467961
25.57,91.88,35.0,44.00644644476256,9.00644644476256
26.22,93.06,34.0,46.88949522133731,12.889495221337313
25.45,81.4,46.0,45.438916576563535,0.5610834234364646
26.32,91.74,42.0,47.71881058113082,5.718810581130818
23.29,70.35,36.0,37.88265257896223,1.8826525789622295
23.21,69.65,39.0,37.7167374575488,1.2832625424511974
30.7,76.78,53.78,56.42119987081299,2.64119987081299
23.27,70.28,36.0,37.85265364756654,1.852653647566541
26.15,91.65,40.0,46.896708624882045,6.896708624882045
23.87,70.37,41.0,38.52214920429375,2.477850795706253
23.07,70.12,38.0,37.64071786217791,0.35928213782209184
26.22,90.57,41.0,47.79531503137094,6.79531503137094
26.22,90.57,35.0,47.79531503137094,12.79531503137094
22.31,87.31,38.0,38.04441369966865,0.044413699668652384
24.85,92.34,39.0,40.697003930132276,1.6970039301322757
23.4,69.91,37.0,37.93536369782525,0.9353636978252524
29.96,76.8,49.84,54.32673341917849,4.486733419178485
27.63,95.81,45.2,55.11858468923218,9.918584689232176
23.85,69.77,40.0,38.41636393680254,1.58363606319746
23.31,70.12,36.0,37.87033817571014,1.8703381757101383
23.31,69.73,39.0,37.8234958161911,1.1765041838089019
23.11,69.58,40.0,37.61464454609835,2.385355453901653
24.63,87.85,38.0,43.280594363276286,5.280594363276286
23.24,70.13,37.0,37.802566175782225,0.8025661757822249
26.62,92.78,41.0,49.03970591566889,8.03970591566889
26.62,92.78,35.0,49.03970591566889,14.03970591566889
26.63,92.83,42.0,49.0878523212202,7.087852321220197
23.09,69.55,40.0,37.59301538543678,2.406984614563221
23.0,69.8,38.0,37.538105675026806,0.46189432497319416
23.56,70.5,35.0,38.187502571242526,3.1875025712425256
23.29,70.4,42.0,37.890169023093705,4.109830976906295
26.5,74.6,29.0,44.077771847122484,15.077771847122484
28.31,76.94,36.0,49.708325601345926,13.708325601345926
28.31,76.94,52.5,49.708325601345926,2.7916743986540737
28.65,77.2,41.96,50.84965539503276,8.889655395032761
28.68,77.22,55.0,50.950871620551474,4.0491283794485255
27.08,77.39,37.0,46.8112495780558,9.8112495780558
27.08,77.39,37.5,46.8112495780558,9.3112495780558
24.36,79.21,40.18,41.91946414622552,1.7394641462255223
25.51,78.54,37.5,43.86670417106105,6.366704171061052
25.51,78.54,38.0,43.86670417106105,5.866704171061052
23.24,77.43,52.5,39.53974954878745,12.960250451212552
24.11,79.34,41.39,41.536371967781704,0.14637196778170392
23.08,79.03,35.7,39.85744151638964,4.157441516389639
23.08,79.03,40.0,39.85744151638964,0.14255848361035817
23.8,79.46,39.84,41.07107303232959,1.23107303232959
23.31,79.05,39.5,40.17178327429472,0.6717832742947181
23.31,79.05,40.0,40.17178327429472,0.17178327429471807
23.65,79.62,39.55,40.90107946411731,1.351079464117312
24.55,81.2,42.0,43.279520396340835,1.2795203963408355
23.88,78.73,41.92,40.89131577806233,1.0286842219376737
23.88,78.73,42.5,40.89131577806233,1.608684221937672
23.88,78.73,44.0,40.89131577806233,3.108684221937672
22.65,80.35,40.47,39.768057440250075,0.7019425597499236
23.17,79.98,55.0,40.330906851191486,14.669093148808514
23.18,79.96,40.18,40.337384853266336,0.15738485326633622
22.74,79.48,35.94,39.58804503245342,3.6480450324534246
22.74,79.48,46.33,39.58804503245342,6.741954967546576
22.74,79.48,52.5,39.58804503245342,12.911954967546578
22.87,79.34,30.96,39.69940897478955,8.739408974789548
22.87,79.34,45.0,39.69940897478955,5.300591025210451
22.87,79.34,57.5,39.69940897478955,17.80059102521045
23.44,79.78,40.47,40.645376254054476,0.175376254054477
22.85,80.23,39.25,39.98529654194416,0.7352965419441588
23.03,80.11,50.45,40.18457739349001,10.265422606509993
23.03,80.11,53.47,40.18457739349001,13.28542260650999
20.51,73.81,33.95,36.96651596212675,3.0165159621267463
23.2,77.4,46.0,39.48177479552952,6.5182252044704825
23.3,69.7,44.0,37.81027659770058,6.189723402299421
20.56,73.7,31.09,36.95511165938438,5.865111659384379
20.59,73.89,31.09,36.99012860861766,5.90012860861766
20.9,71.1,35.2,36.55923079367375,1.3592307936737456
17.3,74.2,36.5,38.04909210629363,1.549092106293628
20.81,73.02,32.6,36.88502895067694,4.285028950676939
18.07,76.6,36.0,37.530183656272506,1.5301836562725057
18.07,76.6,36.4,37.530183656272506,1.1301836562725072
18.07,76.6,37.5,37.530183656272506,0.030183656272505743
17.4,73.75,39.27,37.91883464679944,1.3511653532005639
17.31,74.18,36.0,38.040269691542115,2.0402696915421146
17.31,74.18,37.5,38.040269691542115,0.5402696915421146
22.56,70.25,38.8,37.23555806540839,1.5644419345916063
21.61,69.78,37.4,36.58802440786838,0.811975592131617
20.48,73.81,33.4,36.96311962977659,3.563119629776594
19.16,73.3,35.8,37.01450815207216,1.2145081520721632
19.11,77.29,36.0,37.23329678026901,1.2332967802690078
19.11,77.29,36.2,37.23329678026901,1.033296780269005
19.11,77.29,35.0,37.23329678026901,2.233296780269008
18.53,73.85,35.0,37.32494932121696,2.3249493212169625
18.53,73.85,37.5,37.32494932121696,0.17505067878303748
18.5,73.8,36.5,37.33111063593238,0.831110635932383
22.39,71.85,37.0,37.385826452997144,0.3858264529971436
21.58,71.97,37.4,36.94580517144884,0.45419482855115945
20.33,73.69,35.2,36.93211847088397,1.732118470883968
23.8,85.9,54.0,42.029253031259714,11.970746968740286
23.3,87.2,38.0,40.11606248914192,2.1160624891419175
23.88,86.44,41.0,41.975502795359695,0.9755027953596951
20.94,85.26,48.0,37.56948015158564,10.430519848414363
22.1,82.1,39.2,39.507443058093386,0.30744305809338357
22.82,79.42,52.5,39.66507911279291,12.83492088720709
21.09,79.03,34.44,37.96218814183015,3.5221881418301493
21.15,79.05,52.5,38.00530610514645,14.494693894853548
22.13,79.45,39.7,38.90927249739515,0.7907275026048524
22.13,79.45,65.0,38.90927249739515,26.09072750260485
22.62,79.56,65.0,39.472044001174304,25.527955998825696
20.96,78.71,30.64,37.82647537025204,7.18647537025204
20.96,78.71,57.5,37.82647537025204,19.67352462974796
16.46,80.5,47.1,37.08900696021196,10.01099303978804
14.3,79.64,29.5,38.33672727417503,8.836727274175033
15.1,79.37,39.5,38.08874179016926,1.4112582098307414
17.7,83.3,35.0,36.14903332388297,1.1490333238829677
19.65,78.57,37.87,37.286764078749975,0.5832359212500222
19.65,78.57,40.0,37.286764078749975,2.7132359212500248
17.66,80.69,44.0,36.91719846630473,7.082801533695267
17.66,80.69,41.2,36.91719846630473,4.28280153369527
17.58,80.66,42.0,36.922796027764974,5.077203972235026
18.38,80.54,38.7,37.00068226408001,1.6993177359199905
16.34,75.89,35.8,38.69284454332327,2.892844543323271
16.39,78.67,32.05,37.765989447179194,5.715989447179197
16.27,76.95,33.95,38.46979629904427,4.519796299044266
13.02,77.57,35.0,40.429989996071,5.429989996071001
13.02,77.57,34.5,40.429989996071,5.929989996071001
13.02,77.57,34.9,40.429989996071,5.529989996071002
18.23,78.39,32.1,37.238843525677716,5.138843525677714
