Net,Station,Lat,Long,Moho_km,err_moho,Avg_Vp/Vs,Poisson’s_ratio,Elevation,Avg_Vp(km/s),Vp_err,Avg_Vs(km/s),Vs_err,N,Sediment,Location,Reference,Compilation,Comments (Method - other notes etc.),Sub-methods,Comments2,H2 (other methods),err,Vsn2,κ2,Unnamed: 25,Unnamed: 26
,,-90.0,0.0,38.0,,1.83,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-90.0,140.0,26.0,,1.63,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-89.93,144.36,40.0,,1.73,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-89.93,145.0,39.0,,1.76,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-87.42,-149.43,35.0,,1.83,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-86.99,129.36,32.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-85.61,-68.55,34.0,,1.61,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-85.31,-143.63,26.0,,1.71,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-84.72,-171.2,27.0,,1.69,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-84.57,-117.39,29.0,,1.8,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-84.5,77.22,26.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-84.35,-23.73,40.0,,1.97,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-84.19,-86.23,31.0,,1.67,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-83.87,-66.4,28.0,,1.65,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-83.31,156.25,36.0,,1.8,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-82.86,-53.2,40.0,,1.74,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-82.68,-104.39,34.0,,1.68,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-82.45,-136.09,30.0,,1.85,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-82.38,-142.16,57.0,,1.83,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-82.35,-136.08,22.0,,1.69,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-82.08,101.96,30.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-82.07,107.64,49.0,,1.84,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-82.01,96.76,45.0,,2.05,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-82.01,112.57,53.0,,1.72,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-81.88,117.61,40.0,,2.1,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-81.8,-124.99,33.0,,1.66,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-81.65,122.61,43.0,,2.01,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-81.64,-148.96,29.0,,1.65,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-81.58,-28.42,38.0,,1.77,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-81.48,161.97,30.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-81.35,152.74,36.0,,1.87,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-81.16,131.47,37.0,,2.1,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-80.81,135.43,54.0,,1.8,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-80.39,135.27,52.0,,1.83,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-80.39,138.92,25.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-80.0,-119.55,25.0,,1.8,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-79.9,-105.0,26.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-79.77,-82.52,35.0,,1.77,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-79.44,-97.56,33.0,,1.62,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-79.42,-111.78,25.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-79.02,-147.63,24.0,,1.93,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-78.98,-179.42,21.0,,1.98,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,-78.94,-97.56,22.0,,1.64,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-78.93,162.57,49.0,,1.77,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-78.75,-144.01,40.0,,1.67,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-78.6,-109.0,26.0,,1.97,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-78.42,-97.59,25.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-78.25,-93.5,27.0,,1.62,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-78.03,-155.02,29.0,,1.7,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.94,-97.56,26.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.92,166.9,64.0,,2.05,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.91,166.97,51.0,,1.83,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.89,166.0,60.0,,1.91,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.85,-166.67,68.0,,1.7,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.85,166.76,25.0,,1.89,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.58,-109.04,27.0,,2.01,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.55,167.28,21.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.53,-86.77,30.0,,2.08,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.53,166.93,18.0,,2.03,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.53,167.14,18.0,,1.87,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.51,161.85,24.0,,2.1,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.51,167.14,42.0,,1.72,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.44,-97.56,26.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.4,-103.0,24.0,,1.62,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.32,-141.85,28.0,,1.78,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.13,-125.97,26.0,,2.1,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-77.0,166.69,33.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-76.94,-97.56,34.0,,1.72,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-76.93,157.9,28.0,,2.07,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-76.45,-107.78,25.0,,1.83,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-76.24,153.33,38.0,,1.88,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-76.15,-120.73,40.0,,1.8,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-75.28,-72.19,32.0,,1.63,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-75.2,154.0,36.0,,2.1,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-75.11,123.31,25.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-74.99,158.08,34.0,,1.66,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-74.7,164.12,18.0,,1.62,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-74.55,-111.85,24.0,,1.66,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-74.2,159.0,38.0,,1.68,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-74.0,154.99,29.0,,2.03,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-73.88,165.12,32.0,,1.84,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-73.82,164.1,27.0,,1.75,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-73.71,163.33,31.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-73.6,162.29,27.0,,2.08,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-73.47,161.47,42.0,,1.67,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-73.4,160.5,44.0,,1.68,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-73.3,159.63,48.0,,1.64,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-73.19,158.7,42.0,,1.65,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-73.09,157.85,25.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-73.03,156.87,38.0,,2.1,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-72.53,-97.56,22.0,,2.09,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-71.67,-2.84,38.0,,1.84,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-70.0,140.0,26.0,,1.6,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-69.01,39.59,44.0,,1.62,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-67.6,62.87,26.0,,1.83,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,-66.67,140.01,55.0,,1.62,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-66.28,110.54,32.0,,1.69,,,,,,,,,Antarctica,EARS,Stephenson 2024,Hk,,,,,,,,
,,-64.77,-64.05,28.0,,1.82,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,-63.32,-57.9,33.0,,1.79,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,-62.19,-58.98,27.0,,2.1,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,-61.22,-55.14,11.0,,1.62,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,-60.74,-44.74,60.0,,1.71,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,-54.93,-67.63,25.0,,1.66,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-54.5,158.96,12.0,,2.07,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,-54.28,-36.49,24.0,,2.01,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,-54.14,-68.71,35.0,,1.6,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-53.85,-70.46,33.0,,1.66,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-53.61,-70.93,32.0,,1.73,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-53.15,-71.05,33.0,,1.6,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-52.55,-72.03,32.0,,1.76,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-51.68,-72.5,32.0,,1.6,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-51.68,-58.06,38.0,,1.75,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-51.27,-72.34,31.0,,1.73,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-49.35,70.21,12.0,,1.63,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,-48.4679,-72.5615,38.0,,1.62,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-48.46,-72.56,32.0,,2.1,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-48.26313,-72.4265,33.11,,1.8,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-47.9326,-73.3285,37.9,,1.61,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-47.8,-73.54,31.0,,1.81,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-47.7941,-73.5281,26.04,,1.69,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-47.700401,-73.1443,31.37,,1.86,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-47.4767,-72.5414,37.7,,1.7,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-47.4062,-72.7119,30.01,,1.9,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-47.256,-72.592,32.9,,1.79,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-47.2538,-72.5314,33.87,,1.76,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-47.25,-72.59,33.0,,1.82,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-47.184,-71.9735,42.7,,1.68,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-47.174919,-71.8883,27.21,,1.56,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-47.1348,-72.0542,33.68,,1.79,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-47.0198,-72.8017,43.34,,1.85,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.9179,-72.7351,32.9,,1.79,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.8438,-71.9977,38.73,,1.6,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.8318,-71.9951,32.6,,1.71,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.7472,-72.5432,46.92,,1.63,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.7269,-75.4333,27.1,,1.64,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.7256,-72.9363,44.0,,1.66,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.6615,-73.8586,26.8,,1.64,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.64192,-72.7981,31.8,,1.82,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.6068,-72.742,31.91,,1.8,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.58,-71.69,37.0,,1.68,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-46.57732,-72.6423,32.65,,1.79,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.5573,-71.9521,33.06,,1.86,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.5516,-72.2219,42.3,,1.64,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.5415,-71.7351,31.3,,1.77,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.54,169.14,36.5,,1.9,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
,,-46.5173,-71.8459,42.49,,1.64,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.5063,-73.063,33.11,,1.64,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.4409,-74.8939,29.6,,1.63,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.4358,-72.672,32.0,,1.84,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.43,51.86,12.0,,1.65,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,-46.34782,-71.9336,34.88,,1.79,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.3282,-72.7708,40.16,,1.82,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.3067,-73.535,37.48,,1.64,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.3024,-71.8608,51.5,,1.77,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.295719,-71.8321,44.41,,1.61,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.242352,-72.0869,49.02,,1.67,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.1773,-74.4318,32.7,,1.86,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.17,166.68,36.0,,1.9,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
,,-46.14719,-73.7149,46.08,,1.92,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.14542,-72.388,39.55,,1.88,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.1208,-72.1607,50.8,,1.83,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-46.0505,-72.6899,36.0,,1.77,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.96,169.63,23.1,,1.69,,,,,,,,,New_Zealand,Spasojevic2008,Stephenson 2024,Hk,-,,,,,,,
,,-45.95,169.63,34.5,,1.9,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
,,-45.9276,-73.8312,27.8,,1.92,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.9068,-72.3212,34.7,,1.85,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.882919,-72.3299,49.2,,1.87,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.88,170.6,36.0,,1.9,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
,,-45.8595,-72.051,31.53,,1.79,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.7349,-72.2063,42.49,,1.86,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.702702,-71.8333,33.9,,1.84,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.67308,-72.2212,35.58,,1.83,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.667831,-72.413,35.29,,1.8,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.57,-72.08,36.0,,1.86,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-45.5639,-72.0911,31.6,,1.62,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.5577,-73.9591,38.2,,1.84,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.4794,-71.6035,24.9,,1.68,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.47,161.16,14.0,,1.67,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,-45.4616,-71.8165,31.0,,1.67,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.46,167.15,25.5,,1.9,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
,,-45.450081,-72.7886,41.52,,1.76,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.383831,-71.9854,38.29,,1.77,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.3606,-72.4571,29.35,,1.64,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.3198,-72.7075,33.0,,1.79,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.2829,-72.8655,36.2,,1.71,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.23,169.31,35.0,,1.9,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
,,-45.1755,-72.1426,33.8,,1.74,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.1508,-73.5089,43.1,,1.79,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-45.15,-73.51,61.0,,2.04,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-45.05,170.65,24.0,,1.788,,,,,,,,,New_Zealand,Spasojevic2008,Stephenson 2024,Hk,-,,,,,,,
,,-45.04,169.7,27.0,,1.9,,,,,,,,,Oceania,EARS,Stephenson 2024,Hk,,,,,,,,
,,-45.04,169.71,30.1,,1.75,,,,,,,,,New_Zealand,Spasojevic2008,Stephenson 2024,Hk,-,,,,,,,
,,-45.04,170.64,34.5,,1.9,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
,,-44.83,169.02,40.5,,1.9,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
,,-44.7475,-72.2136,40.6,,1.73,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-44.7339,-72.6795,41.2,,1.61,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-44.67,167.93,35.0,,1.9,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
,,-44.4962,-71.3168,28.5,,1.61,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-44.42,-72.65,34.0,,1.96,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-44.4017,-73.0914,33.0,,1.7,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-44.38,171.01,35.5,,1.9,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
,,-44.3233,-72.5552,45.0,,1.68,,,,,,,,,America_South,Rodriguez2020,Stephenson 2024,Hk,-,,,,,,,
,,-44.25,169.22,40.3,,1.652,,,,,,,,,New_Zealand,Spasojevic2008,Stephenson 2024,Hk,-,,,,,,,
,,-43.99,170.46,36.0,,1.81,,,,,,,,,Oceania,EARS,Stephenson 2024,Hk,,,,,,,,
,,-43.99,170.47,24.3,,1.67,,,,,,,,,New_Zealand,Spasojevic2008,Stephenson 2024,Hk,-,,,,,,,
,,-43.97,168.61,32.7,,1.705,,,,,,,,,New_Zealand,Spasojevic2008,Stephenson 2024,Hk,-,,,,,,,
,,-43.58,172.62,23.2,,1.83,,,,,,,,,New_Zealand,Spasojevic2008,Stephenson 2024,Hk,-,,,,,,,
,,-43.53,169.82,36.0,,1.9,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
,,-43.51,170.85,42.0,,1.65,,,,,,,,,Oceania,EARS,Stephenson 2024,Hk,,,,,,,,
,,-43.42,169.85,29.5,,1.815,,,,,,,,,New_Zealand,Spasojevic2008,Stephenson 2024,Hk,-,,,,,,,
,,-43.39,171.88,29.3,,1.813,,,,,,,,,New_Zealand,Spasojevic2008,Stephenson 2024,Hk,-,,,,,,,
,,-43.33,172.04,36.0,,1.9,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
,,-43.2,168.0,23.0,,1.72,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,-43.19,-71.85,47.0,,1.67,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-43.11,-73.66,32.0,,1.6,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-43.08,170.74,29.8,,1.66,,,,,,,,,New_Zealand,Spasojevic2008,Stephenson 2024,Hk,-,,,,,,,
,,-43.07,170.74,36.0,,1.9,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
,,-42.97,173.03,34.5,,1.86,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
,,-42.83,-73.48,30.0,,1.77,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,,-42.74,171.09,41.0,,1.99,,,,,,,,,Oceania,EARS,Stephenson 2024,Hk,,,,,,,,
,,-42.72,171.44,36.5,,1.9,,,,,,,,,New_Zealand,Ramlakhan2022,Stephenson 2024,Hk,Transfer_function,,,,,,,
