Net,Station,Lat,Long,Moho_km,err_moho,Avg_Vp/Vs,Poisson’s_ratio,Elevation,Avg_Vp(km/s),Vp_err,Avg_Vs(km/s),Vs_err,N,Sediment,Location,Reference,Compilation,Comments (Method - other notes etc.),Sub-methods,Comments2,H2 (other methods),err,Vsn2,κ2,Unnamed: 25,Unnamed: 26
,,29.4,106.6,42.3,,1.72,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,29.4,106.6,40.0,,1.78,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,29.4,106.6,41.3,,1.77,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,GH25,29.433,82.104,59.4,,1.69,,,,,,,,,India-Tibet,Subedi,Singh 2015,,,,,,,,,
,,29.433,82.104,54.0,,-,,,,,,,,,India,Subedi2018,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,MA10,29.452,81.474,50.6,,1.69,,,,,,,,,India-Tibet,Subedi,Singh 2015,,,,,,,,,
,,29.452,81.474,46.9,,-,,,,,,,,,India,Subedi2018,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,DE02,29.462,80.901,47.4,,1.72,,,,,,,,,India-Tibet,Subedi,Singh 2015,,,,,,,,,
,,29.462,80.901,42.7,,-,,,,,,,,,India,Subedi2018,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,ML04,29.501,81.084,47.6,,1.78,,,,,,,,,India-Tibet,Subedi,Singh 2015,,,,,,,,,
,,29.501,81.084,44.0,,-,,,,,,,,,India,Subedi2018,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,29.59,115.76,35.5,,-,,,,,,,,,GSC_global_database,97W.1,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,29.59,115.76,37.4,,-,,,,,,,,,GSC_global_database,96D.1,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,29.59,115.76,34.8,,-,,,,,,,,,GSC_global_database,00W.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,29.6,102.6,61.7,,1.79,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,29.6,102.6,55.2,,1.74,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,29.6,103.5,50.0,,1.722,,,,,,,,,Tibet_plat,Sun2012,Stephenson 2024,Hk,-,,,,,,,
,,29.6,103.5,50.2,,1.75,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,29.6,103.5,50.3,,1.75,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,29.6,103.5,50.1,,1.75,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,29.6,104.4,45.2,,1.792,,,,,,,,,Tibet_plat,Sun2012,Stephenson 2024,Hk,-,,,,,,,
,,29.6,104.4,46.3,,1.78,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,29.6,104.4,46.0,,1.74,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,29.6,104.4,45.3,,1.8,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,29.6,108.8,43.4,,1.8,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,29.6,108.8,43.0,,1.84,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,WA07,29.604,81.149,46.9,,1.76,,,,,,,,,India-Tibet,Subedi,Singh 2015,,,,,,,,,
,,29.604,81.149,48.0,,-,,,,,,,,,India,Subedi2018,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,TK08,29.615,81.289,47.4,,1.78,,,,,,,,,India-Tibet,Subedi,Singh 2015,,,,,,,,,
,,29.615,81.289,47.9,,-,,,,,,,,,India,Subedi2018,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,LSA,29.7,91.15,79.9,,1.73,0.249,,6.4,,3.7,,,,India-Tibet,Chen,Singh 2015,,,,,,,,,
,LSA,29.7,91.15,80.0,,1.73,0.249,,6.21,,3.59,,,,India-Tibet,Sherrington,Singh 2015,,,,,,,,,
,LSA,29.7,91.15,88.0,,0,0,,0.0,,3.74,,,,India-Tibet,Mitra,Singh 2015,,,,,,,,,
,,29.7,91.15,62.0,,2.05,,,,,,,,,Asia_China,EARS,Stephenson 2024,Hk,,,,,,,,
,,29.7,91.15,26.0,,1.6,,,,,,,,,Asia_China,EARS,Stephenson 2024,Hk,,,,,,,,
,,29.7,107.4,41.1,,1.8,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,29.7,107.4,42.5,,1.75,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
NG,DCL,29.797,80.491,67.1,2.7,,,833,,,3.7,0.02,,,India-Tibet,Keith 2019,Keith 2019,,,,,,,,,
NG,DCH,29.797,80.491,59.3,0.5,,,833,,,3.4,0.02,,,India-Tibet,Keith 2019,Keith 2019,,,,,,,,,
,,29.8,103.9,53.2,,1.761,,,,,,,,,Tibet_plat,Sun2012,Stephenson 2024,Hk,-,,,,,,,
,,29.8,103.9,25.6,,1.64,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,29.8,103.9,40.2,,1.96,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,29.9,103.2,48.0,,1.78,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,29.9,103.2,50.1,,1.92,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,29.9,106.8,41.3,,1.78,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,29.9,106.8,41.5,,1.77,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,29.9,106.8,40.9,,1.78,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,29.9,107.2,33.8,,-,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,29.9,107.2,39.5,,1.9,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,29.9,110.0,39.4,,1.82,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,29.9,110.0,35.0,,1.98,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,SM15,29.971,81.811,56.7,,1.75,,,,,,,,,India-Tibet,Subedi,Singh 2015,,,,,,,,,
,,29.971,81.811,58.0,,-,,,,,,,,,India,Subedi2018,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,BTA,30.0,99.1,57.4,,1.92,0.31,,6.3,,3.28,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,,30.0,99.1,71.1,,1.743,,,,,,,,,Tibet_plat,Sun2012,Stephenson 2024,Hk,-,,,,,,,
,,30.0,99.1,54.1,,1.99,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.0,99.1,67.3,,1.805,,,,,,,,,Asia_China,Sun2015,Stephenson 2024,Hk,-,,,,,,,
,,30.0,100.2,59.0,,1.76,,,,,,,,,Tibet_plat,Xu2007,Stephenson 2024,Hk,-,,,,,,,
,,30.0,100.2,57.9,,1.74,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.0,100.2,59.5,,1.77,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.0,100.3,57.8,,1.803,,,,,,,,,Tibet_plat,Sun2012,Stephenson 2024,Hk,-,,,,,,,
,,30.0,100.3,59.4,,1.76,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,30.0,100.3,59.7,,1.75,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.0,100.3,59.9,,1.741,,,,,,,,,Asia_China,Sun2015,Stephenson 2024,Hk,-,,,,,,,
,,30.0,101.0,62.1,,1.767,,,,,,,,,Tibet_plat,Sun2012,Stephenson 2024,Hk,-,,,,,,,
,,30.0,101.0,63.2,,1.67,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,30.0,101.0,64.1,,1.67,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.0,101.0,65.3,,1.65,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.0,101.0,62.4,,1.765,,,,,,,,,Asia_China,Sun2015,Stephenson 2024,Hk,-,,,,,,,
,,30.0,101.0,61.1,,-,,,,,,,,,GSC_global_database,87Z.1,Stephenson 2024,Refraction,P_unreversed,,,,,,,
,,30.0,102.5,62.0,,1.96,,,,,,,,,Tibet_plat,Xu2007,Stephenson 2024,Hk,-,,,,,,,
,,30.0,102.5,63.9,,1.9,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.0,102.5,56.2,,1.76,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.0,121.5,31.5,,1.74,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,30.0,121.5,32.8,,1.73,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,30.01,-91.14,38.0,,1.82,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,30.01,-91.14,27.0,,1.84,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,30.02,115.91,35.5,,-,,,,,,,,,GSC_global_database,97W.1,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,30.02,115.91,33.5,,-,,,,,,,,,GSC_global_database,96D.1,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,30.1,101.5,58.0,,1.9,,,,,,,,,Tibet_plat,Xu2007,Stephenson 2024,Hk,-,,,,,,,
,,30.1,101.5,60.7,,1.81,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.1,102.2,60.5,,1.863,,,,,,,,,Tibet_plat,Sun2012,Stephenson 2024,Hk,-,,,,,,,
,,30.1,102.2,58.4,,1.93,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.1,102.2,58.7,,1.91,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.1,102.8,50.2,,1.76,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.1,102.8,50.4,,1.75,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.1,102.9,54.5,,1.72,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.1,102.9,50.1,,1.77,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.1,103.0,48.3,,1.776,,,,,,,,,Tibet_plat,Sun2012,Stephenson 2024,Hk,-,,,,,,,
,,30.1,103.0,42.7,,1.85,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.1,105.3,44.6,,1.77,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,30.1,105.3,42.1,,1.83,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.19,-84.43,27.0,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,30.19,-84.43,40.0,,1.93,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,30.2,103.2,44.0,,1.85,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.2,103.2,43.6,,1.91,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.2,104.1,49.0,,-,,,,,,,,,Tibet_plat,Sun2012,Stephenson 2024,Hk,-,,,,,,,
,,30.2,104.1,28.8,,1.73,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,30.2,104.1,42.1,,1.87,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.2,111.2,39.8,,1.65,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,30.2,111.2,39.1,,1.63,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,30.27,109.49,35.0,,2.09,,,,,,,,,Asia_China,EARS,Stephenson 2024,Hk,,,,,,,,
,,30.27,109.49,36.0,,2.07,,,,,,,,,Asia_China,EARS,Stephenson 2024,Hk,,,,,,,,
,,30.3,103.0,64.9,,1.89,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.3,103.0,44.2,,1.82,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.4,102.8,45.0,,1.83,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.4,102.8,47.7,,1.75,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.4,103.4,46.0,,1.76,,,,,,,,,Tibet_plat,Xu2007,Stephenson 2024,Hk,-,,,,,,,
,,30.4,103.4,45.0,,1.82,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.4,106.8,43.7,,1.75,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,30.4,106.8,45.6,,1.69,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,30.4,106.8,44.7,,1.72,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.4,108.9,40.5,,1.67,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,30.4,108.9,45.0,,1.76,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,30.43,116.14,37.4,,-,,,,,,,,,GSC_global_database,97W.1,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,30.43,116.14,37.5,,-,,,,,,,,,GSC_global_database,96D.1,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,30.43,116.14,37.2,,-,,,,,,,,,GSC_global_database,00W.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,30.62,-85.75,40.0,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,30.62,-85.75,35.0,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,30.7,102.7,50.0,,1.65,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.7,102.7,47.9,,1.72,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
NG,CHD,30.714,76.785,56.3,0.7,,,290,,,3.8,0.02,,,India-Tibet,Keith 2019,Keith 2019,,,,,,,,,
,CHD,30.714,76.785,58.0,,,,289,,,,,,,India-Tibet,Borah 2015,Borah 2015,12/2002–11/2003,,,,,,,,
,,30.72,-82.02,36.0,,1.92,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,30.72,-82.02,34.0,,2.02,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
Y2,WT02,30.76,81.365,67.0,0.3,,,4693,,,3.6,0.01,,,India-Tibet,Keith 2019,Keith 2019,,,,,,,,,
Y2,WT02,30.76,81.365,64.5,0.5,,,4693,,,3.6,0.01,,,India-Tibet,Keith 2019,Keith 2019,,,,,,,,,
,,30.8,108.5,44.8,,1.84,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,30.8,108.5,45.6,,1.83,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,30.8,111.3,45.6,,-,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,30.8,111.3,45.0,,1.61,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,30.83,116.36,40.1,,-,,,,,,,,,GSC_global_database,97W.1,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,30.83,116.36,38.1,,-,,,,,,,,,GSC_global_database,96D.1,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,30.83,116.36,38.9,,-,,,,,,,,,GSC_global_database,00W.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,30.9,103.6,40.5,,1.87,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,30.9,103.6,41.6,,1.85,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.9,103.6,47.4,,1.74,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.9,103.6,42.6,,1.823,,,,,,,,,Asia_China,Sun2015,Stephenson 2024,Hk,-,,,,,,,
,,30.9,103.8,44.2,,1.84,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.9,103.8,43.8,,1.85,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,30.9,103.8,43.4,,1.837,,,,,,,,,Asia_China,Sun2015,Stephenson 2024,Hk,-,,,,,,,
,,30.91,103.76,43.75,,1.8,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,30.91,103.76,38.0,,1.96,,,,,,,,,Asia_China,EARS,Stephenson 2024,Hk,,,,,,,,
NG,BDI,30.952,76.782,51.0,0.8,,,366,,,3.7,0.02,,,India-Tibet,Keith 2019,Keith 2019,,,,,,,,,
,BDI,30.952,76.782,50.0,,,,365,,,,,,,India-Tibet,Borah 2015,Borah 2015,12/2002–09/2003,,,,,,,,
,,31.0,101.1,61.3,,1.78,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,31.0,101.1,60.5,,1.77,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.0,102.3,64.0,,1.66,,,,,,,,,Tibet_plat,Xu2007,Stephenson 2024,Hk,-,,,,,,,
,,31.0,102.3,60.8,,1.76,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.0,102.4,57.3,,1.84,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,31.0,102.4,59.4,,1.8,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.0,102.4,59.2,,1.81,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.0,102.4,60.5,,1.79,,,,,,,,,Asia_China,Sun2015,Stephenson 2024,Hk,-,,,,,,,
,,31.0,103.5,44.4,,1.83,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.0,103.5,45.2,,1.77,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.0,103.5,43.1,,-,,,,,,,,,GSC_global_database,97Z.6,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,31.0,103.5,43.0,,-,,,,,,,,,GSC_global_database,97Z.6,Stephenson 2024,Refraction,S_reversed,,,,,,,
,,31.0,103.6,44.1,,1.87,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.0,103.6,36.5,,1.77,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.0,104.5,41.1,,1.82,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,31.0,104.5,39.5,,1.84,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,31.0,104.5,41.2,,1.8,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.0,104.5,41.5,,1.796,,,,,,,,,Asia_China,Sun2015,Stephenson 2024,Hk,-,,,,,,,
,,31.0,105.9,45.1,,1.78,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,31.0,105.9,42.6,,1.9,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,31.0,105.9,44.8,,1.79,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.0,105.9,44.5,,1.795,,,,,,,,,Asia_China,Sun2015,Stephenson 2024,Hk,-,,,,,,,
,,31.1,121.19,32.79,,1.72,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,31.1,121.19,33.0,,1.73,,,,,,,,,Asia_China,EARS,Stephenson 2024,Hk,,,,,,,,
,,31.1,121.19,32.0,,1.75,,,,,,,,,Asia_China,EARS,Stephenson 2024,Hk,,,,,,,,
,D24,31.16,96.47,74.1,,1.74,0.25,,6.2,,3.56,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,D24,31.16,96.47,75.0,,1.76,0.262,,6.4,,3.64,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,,31.2,105.4,43.5,,1.66,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,31.2,105.4,44.2,,1.64,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.23,116.59,38.6,,-,,,,,,,,,GSC_global_database,97W.1,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,31.23,116.59,39.0,,-,,,,,,,,,GSC_global_database,96D.1,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,31.23,116.59,39.4,,-,,,,,,,,,GSC_global_database,00W.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,F13,31.24,95.91,74.2,,1.7,0.24,,6.2,,3.65,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,F13,31.24,95.91,76.0,,1.73,0.249,,6.48,,3.75,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,,31.3,110.8,40.8,,1.9,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,31.3,110.8,50.0,,1.71,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,31.37,-92.32,61.0,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,31.37,-92.32,51.0,,1.63,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,31.3757,-109.280899,31.5,,1.71,,,,,,,,,America_North,Ma2017,Stephenson 2024,Hk,-,,,,,,,
,,31.3757,-109.280899,31.75,,1.71,,,,,,,,,America_North,Ma2017,Stephenson 2024,Hk,-,,,,,,,
,,31.376,-109.281,29.3,,1.75,,,,,,,,,America_North,Uranbaigal2014,Stephenson 2024,Hk,-,,,,,,,
,,31.376,-109.281,30.0,,1.73,,,,,,,,,America_North,Uranbaigal2014,Stephenson 2024,Hk,-,,,,,,,
,,31.4,107.7,49.4,,1.72,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,31.4,107.7,44.7,,1.52,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,31.4,109.6,49.2,,1.76,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,31.4,109.6,50.9,,1.74,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,31.4,111.6,33.1,,1.8,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,31.4,111.6,35.0,,1.77,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,31.41,-103.51,30.0,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,31.41,-103.51,45.0,,1.84,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,31.44,-83.59,25.0,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,31.44,-83.59,53.0,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,31.5,102.1,59.1,,1.73,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.5,102.1,60.0,,1.71,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.5,103.6,54.5,,1.84,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,31.5,103.6,51.8,,1.65,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.5,103.6,37.9,,1.85,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.5,103.6,50.3,,-,,,,,,,,,Asia_China,Sun2015,Stephenson 2024,Hk,-,,,,,,,
,,31.5,106.5,38.1,,1.77,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,31.5,106.5,41.0,,1.79,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
Y2,WT07,31.514,80.443,70.0,0.4,,,4807,,,3.5,0.02,,,India-Tibet,Keith 2019,Keith 2019,,,,,,,,,
Y2,WT07,31.514,80.443,58.5,0.5,,,4807,,,3.6,0.01,,,India-Tibet,Keith 2019,Keith 2019,,,,,,,,,
,D23,31.54,95.26,69.3,,1.75,0.26,,6.2,,3.54,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,D23,31.54,95.26,73.0,,1.75,0.258,,6.48,,3.7,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,F14,31.56,94.65,75.0,,1.65,0.21,,6.48,,3.93,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,F14,31.56,94.65,70.3,,1.69,0.23,,6.2,,3.67,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,,31.6,100.0,62.0,,1.8,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,31.6,100.0,63.1,,1.753,,,,,,,,,Asia_China,Sun2015,Stephenson 2024,Hk,-,,,,,,,
,,31.6,104.4,43.2,,1.72,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,31.6,104.4,42.0,,1.75,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,31.6,104.4,42.8,,1.725,,,,,,,,,Asia_China,Sun2015,Stephenson 2024,Hk,-,,,,,,,
,,31.65,116.8,35.9,,-,,,,,,,,,GSC_global_database,97W.1,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,31.65,116.8,36.0,,-,,,,,,,,,GSC_global_database,00W.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,31.68973,-115.90526,33.0,,1.82,,,,,,,,,America_North,Abt2010,Stephenson 2024,Hk,-,,,,,,,
,,31.68973,-115.90526,33.7,,-,,,,,,,,,America_North,Persaud2007,Stephenson 2024,Hk,-,,,,,,,
,F16,31.7,92.42,70.8,,1.74,0.25,,6.2,,3.56,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,F16,31.7,92.42,73.0,,1.74,0.253,,6.47,,3.72,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,,31.7,103.9,47.6,,1.68,,,,,,,,,Asia_China,Xu2013,Stephenson 2024,Hk,-,,,,,,,
,,31.7,103.9,45.3,,1.761,,,,,,,,,Asia_China,Sun2015,Stephenson 2024,Hk,-,,,,,,,
