Net,Station,Lat,Long,Moho_km,err_moho,Avg_Vp/Vs,Poisson’s_ratio,Elevation,Avg_Vp(km/s),Vp_err,Avg_Vs(km/s),Vs_err,N,Sediment,Location,Reference,Compilation,Comments (Method - other notes etc.),Sub-methods,Comments2,H2 (other methods),err,Vsn2,κ2,Unnamed: 25,Unnamed: 26
,,9.09,36.52,43.0,,1.63,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,9.15,39.02,41.9,,1.79,,,,,,,,,Africa,Stuart2006,Stephenson 2024,Hk,-,,,,,,,
,,9.15,39.02,38.0,,1.92,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,9.211,76.558,39.15,,1.744,,,,,,,,,India,Gupta2018,Stephenson 2024,Hk,-,,,,,,,
,,9.211,76.558,39.85,,1.712,,,,,,,,,India,Das2015,Stephenson 2024,Hk,-,,,,,,,
,,9.22,41.11,41.0,,1.71,,,,,,,,,Africa,Dugda2005,Stephenson 2024,Hk,-,,,,,,,
,,9.22,41.11,39.4,,1.77,,,,,,,,,Africa,Stuart2006,Stephenson 2024,Hk,-,,,,,,,
,,9.24,40.76,35.0,,2.09,,,,,,,,,Africa,Stuart2006,Stephenson 2024,Hk,-,,,,,,,
,,9.24,40.76,32.0,,2.22,,,,,,,,,Africa,Hammond2011,Stephenson 2024,Hk,-,,,,,,,
,,9.24,40.76,23.0,,2.06,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,9.31,38.76,40.7,,-,,,,,,,,,Africa,Stuart2006,Stephenson 2024,Hk,-,,,,,,,
,,9.31,38.76,62.0,,1.6,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,9.31,40.2,35.0,,2.09,,,,,,,,,Africa,Stuart2006,Stephenson 2024,Hk,-,,,,,,,
,,9.31,40.2,20.0,,1.6,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,9.59,39.73,37.6,,-,,,,,,,,,Africa,Stuart2006,Stephenson 2024,Hk,-,,,,,,,
,,9.59,39.73,36.0,,1.93,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,9.6,76.97,33.8,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,9.6,76.97,38.4,,1.765,,,,,,,,,India,Rai2013,Stephenson 2024,Hk,-,,,,,,,
,,9.6,76.97,38.3,,1.764,,,,,,,,,India,Das2015,Stephenson 2024,Hk,-,,,,,,,
,,9.67,39.53,41.0,,1.87,,,,,,,,,Africa,Dugda2005,Stephenson 2024,Hk,-,,,,,,,
,,9.67,39.53,60.0,,1.61,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,9.67,39.53,44.0,,1.81,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,9.77,-83.86,20.0,,1.94,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,9.77,-83.86,62.0,,1.92,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,9.9,39.14,40.7,,-,,,,,,,,,Africa,Stuart2006,Stephenson 2024,Hk,-,,,,,,,
,,9.9,39.14,42.0,,1.89,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,9.95,76.531,35.5,,1.808,,,,,,,,,India,Gupta2018,Stephenson 2024,Hk,-,,,,,,,
,,9.95,76.531,38.2,,1.745,,,,,,,,,India,Das2015,Stephenson 2024,Hk,-,,,,,,,
,,9.98,-83.84,25.0,,1.88,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,9.98,-83.84,61.0,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,9.98,-83.84,27.0,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,10.0,-84.11,41.0,,2,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,10.0,-84.11,48.0,,1.86,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,10.002,-84.112,37.0,,1.87,,,,,,,,,America_North,MacKenzie2008,Stephenson 2024,Hk,-,,,,,,,
,,10.002,-84.112,41.7,,1.92,,,,,,,,,America_North,Linkimer2010,Stephenson 2024,Hk,-,,,,,,,
,,10.02,-83.76,31.0,,2.01,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,10.02,-83.76,32.0,,1.98,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,10.02,-83.76,28.0,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,10.16,40.53,29.1,,-,,,,,,,,,GSC_global_database,75B.4,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,10.16,40.53,19.5,,-,,,,,,,,,GSC_global_database,75B.4,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,10.17,-85.54,26.0,,2.09,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,10.17,-85.54,32.0,,1.85,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,10.17,40.65,30.0,,1.24,,,,,,,,,Africa,Dugda2005,Stephenson 2024,Hk,-,,,,,,,
,,10.17,40.65,13.0,,1.6,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,10.2,-84.23,32.0,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,10.2,-84.23,45.0,,1.89,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,10.23,-85.59,33.1,,-,,,,,,,,,GSC_global_database,01S.1,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,10.23,-85.59,24.9,,-,,,,,,,,,GSC_global_database,99C.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,KOD,10.23,77.47,42.7,,1.72,0.245,,0.0,,0.0,,,,India-Tibet,Jagadeesh,Singh 2015,,,,,,,,,
,KOD,10.23,77.47,43.0,,1.73,0.25,,6.45,,3.73,,,,India-Tibet,Gupta,Singh 2015,,,,,,,,,
,KOD,10.23,77.47,45.0,,0,0,,0.0,,3.83,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,KOD,10.23,77.47,42.8,,,0.26,2345,6.47,,,,140,,India-Tibet,Padma Rao 2022,Padma Rao 2022,02–01–2005 to 03-02-2008,,,,,,,,
,,10.23,77.47,43.2,,1.748,,,,,,,,,India,Rai2013,Stephenson 2024,Hk,-,,,,,,,
,,10.23,77.47,43.3,,1.74,,,,,,,,,India,Das2015,Stephenson 2024,Hk,-,,,,,,,
,,10.31,37.73,41.0,,1.68,,,,,,,,,Africa,Dugda2005,Stephenson 2024,Hk,-,,,,,,,
,,10.31,37.73,40.0,,1.81,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,10.42,39.93,46.0,,1.84,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,10.42,39.93,39.0,,1.69,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,10.42,39.94,44.0,,1.95,,,,,,,,,Africa,Dugda2005,Stephenson 2024,Hk,-,,,,,,,
,,10.42,39.94,43.8,,1.8,,,,,,,,,Africa,Stuart2006,Stephenson 2024,Hk,-,,,,,,,
,,11.12,39.64,32.0,,2.01,,,,,,,,,Africa,Hammond2011,Stephenson 2024,Hk,-,,,,,,,
,,11.12,39.64,43.0,,1.82,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,CBR,11.27,76.94,46.2,,1.76,0.26,,6.45,,3.66,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,,11.27,76.94,48.0,,-,,,,,,,,,India,Acton2010,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,11.27,76.94,38.0,,-,,,,,,,,,India,Acton2010,Stephenson 2024,RF_SW_joint,-,,,,,,,
,MTP*,11.32,76.94,60.0,,1.81,0.28,,6.45,,3.56,,,,India-Tibet,Gupta,Singh 2015,,,,,,,,,
,MTP,11.32,76.94,45.0,,0,0,,0.0,,3.82,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,,11.32,76.94,44.0,,-,,,,,,,,,India,Kumar2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,11.32,76.94,36.0,,-,,,,,,,,,India,Mandal2012,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,11.32,76.94,39.0,,-,,,,,,,,,India,Mandal2012,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,11.53,42.85,21.0,,-,,,,,,,,,Africa,Sandvol1998,Stephenson 2024,RF_other,Grid_search,,,,,,,
,,11.53,42.85,8.0,,-,,,,,,,,,Africa,Al-Lazki2002,Stephenson 2024,Hk,-,,,,,,,
,,11.53,42.85,24.0,,1.79,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,11.57,37.39,44.0,,1.84,,,,,,,,,Africa,Dugda2005,Stephenson 2024,Hk,-,,,,,,,
,,11.57,37.39,30.0,,1.6,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,,11.7,-71.99,29.5,,1.79,,,,,,,,,America_South,Poveda2015,Stephenson 2024,Hk,-,,,,,,,
,,11.7,-71.99,24.0,,1.78,,,,,,,,,America_South,EARS,Stephenson 2024,Hk,,,,,,,,
,MTD,11.78,76.01,50.3,,1.74,0.253,,6.45,,3.71,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,,11.78,76.01,46.0,,-,,,,,,,,,India,Kumar2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,11.78,76.01,38.0,,-,,,,,,,,,India,Kumar2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,YCD,11.78,78.21,46.5,,1.73,0.249,,6.45,,3.73,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,,11.78,78.21,35.8,,-,,,,,,,,,India,Tiwari2006,Stephenson 2024,Hk,-,,,,,,,
,,11.78,78.21,35.2,,-,,,,,,,,,India,Tiwari2006,Stephenson 2024,Hk,-,,,,,,,
,,11.79,41.0,25.0,,1.13,,,,,,,,,Africa,Dugda2005,Stephenson 2024,Hk,-,,,,,,,
,,11.79,41.0,12.0,,1.63,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,GDP,11.79,76.65,51.0,,1.71,0.24,,6.45,,3.77,,,,India-Tibet,Gupta,Singh 2015,,,,,,,,,
,GDP,11.79,76.65,49.35,,1.76,0.262,,6.45,,3.66,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,GDP,11.79,76.65,45.0,,0,0,,0.0,,3.81,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,,11.79,76.65,50.3,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,11.79,76.65,48.6,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,11.79,76.65,45.5,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,11.79,76.65,46.05,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,11.79,76.65,40.4,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,11.952,108.481,35.3,,1.76,,,,,,,,,Asia_Southeast,Feng2021,Stephenson 2024,Hk,-,,,,,,,
,,11.952,108.481,34.4,,1.8,,,,,,,,,Asia_Southeast,Yu2017,Stephenson 2024,Hk,-,,,,,,,
,,12.28,42.05,21.1,,-,,,,,,,,,GSC_global_database,75B.4,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,12.28,42.05,23.1,,-,,,,,,,,,GSC_global_database,75B.4,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,12.45,-85.67,32.0,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,12.45,-85.67,34.0,,1.85,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,12.53,75.47,47.95,,1.81,,,,,,,,,India,Rai2013,Stephenson 2024,Hk,-,,,,,,,
,,12.53,75.47,46.55,,1.802,,,,,,,,,India,Das2015,Stephenson 2024,Hk,-,,,,,,,
,MNGR,12.87,74.87,41.0,,0,0,,6.5,,0.0,,,,India-Tibet,Sarkar,Singh 2015,,,,,,,,,
,,12.87,74.87,54.0,,-,,,,,,,,,India,Kumar2014,Stephenson 2024,RF_other,RF_forward,,,,,,,
,MGL,12.91,74.9,40.95,,1.81,0.279,,6.45,,3.56,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,,12.91,74.9,41.0,,-,,,,,,,,,India,Kayal2011,Stephenson 2024,RF_other,RF_inverse,,,,,,,
,BHL,13.268,75.43,42.0,,,,805,,,,,,,India-Tibet,Saikia 2017,Saikia 2017,Coastal/Konkan plain,,,,,,,,
,,13.268,75.43,41.15,,1.764,,,,,,,,,India,Gupta2018,Stephenson 2024,Hk,-,,,,,,,
,,13.268,75.43,43.9,,1.732,,,,,,,,,India,Das2015,Stephenson 2024,Hk,-,,,,,,,
,TMK,13.34,77.19,35.7,,1.77,0.266,,6.45,,3.64,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,TMK,13.34,77.19,35.0,,1.81,0.28,,6.45,,3.56,,,,India-Tibet,Gupta,Singh 2015,,,,,,,,,
,SPT,13.347,75.525,40.0,,,,750,,,,,,,India-Tibet,Saikia 2017,Saikia 2017,WDC,,,,,,,,
,,13.347,75.525,38.55,,1.744,,,,,,,,,India,Gupta2018,Stephenson 2024,Hk,-,,,,,,,
,,13.347,75.525,38.2,,1.754,,,,,,,,,India,Das2015,Stephenson 2024,Hk,-,,,,,,,
,NTR,13.35,76.89,41.0,,1.73,0.25,,6.45,,3.73,,,,India-Tibet,Gupta,Singh 2015,,,,,,,,,
,,13.35,76.89,40.47,,-,,,,,,,,,India,Rai2005,Stephenson 2024,Hk,-,,,,,,,
,,13.35,76.89,39.84,,-,,,,,,,,,India,Rai2005,Stephenson 2024,Hk,-,,,,,,,
,,13.35,76.89,40.18,,-,,,,,,,,,India,Rai2005,Stephenson 2024,Hk,-,,,,,,,
,SVR,13.519,75.799,40.0,,,,1260,,,,,,,India-Tibet,Saikia 2017,Saikia 2017,WDC,,,,,,,,
,,13.519,75.799,41.25,,1.732,,,,,,,,,India,Gupta2018,Stephenson 2024,Hk,-,,,,,,,
,,13.519,75.799,42.15,,1.724,,,,,,,,,India,Das2015,Stephenson 2024,Hk,-,,,,,,,
,,13.54,40.49,17.1,,-,,,,,,,,,GSC_global_database,88M.1,Stephenson 2024,Refraction,P_unreversed,,,,,,,
,,13.54,40.49,16.05,,-,,,,,,,,,GSC_global_database,75B.4,Stephenson 2024,Refraction,P_unreversed,,,,,,,
,BDT,13.74,75.63,37.95,,1.73,0.248,,6.45,,3.73,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,,13.74,75.63,36.0,,-,,,,,,,,,India,Acton2010,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,13.74,75.63,40.0,,-,,,,,,,,,India,Acton2010,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,14.22,74.81,44.5,,1.74,,,,,,,,,India,Rai2013,Stephenson 2024,Hk,-,,,,,,,
,,14.22,74.81,36.6,,1.682,,,,,,,,,India,Gupta2018,Stephenson 2024,Hk,-,,,,,,,
,,14.39,-16.96,26.3,,-,,,,,,,,,Africa,Kosarian2006,Stephenson 2024,Hk,-,,,,,,,
,,14.39,-16.96,28.0,,1.96,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,DVR,14.39,75.96,37.95,,1.79,0.271,,6.45,,3.6,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,,14.39,75.96,38.75,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,14.39,75.96,43.52,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,14.395,99.121,29.7,,1.69,,,,,,,,,Asia_Southeast,Feng2021,Stephenson 2024,Hk,-,,,,,,,
,,14.395,99.121,29.1,,1.74,,,,,,,,,Asia_Southeast,Yu2017,Stephenson 2024,Hk,-,,,,,,,
,DVG,14.45,75.92,42.0,,1.71,0.24,,6.45,,3.77,,,,India-Tibet,Gupta,Singh 2015,,,,,,,,,
,,14.45,75.92,46.5,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,14.45,75.92,40.05,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,CUD,14.47,78.77,36.2,,1.69,0.23,,6.5,,3.85,,,,India-Tibet,Sarkar,Singh 2015,,,,,,,,,
,CUD,14.47,78.77,35.0,,0,0,,0.0,,3.77,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,,14.5,-4.01,42.6,,1.66,,,,,,,,,Africa,Kosarian2006,Stephenson 2024,Hk,-,,,,,,,
,,14.5,-4.01,28.0,,1.96,,,,,,,,,Africa,EARS,Stephenson 2024,Hk,,,,,,,,
,LTV,14.93,77.28,35.0,,1.73,0.25,,6.45,,3.73,,,,India-Tibet,Gupta,Singh 2015,,,,,,,,,
,LTV,14.93,77.28,33.8,,1.74,0.253,,0.0,,0.0,,,,India-Tibet,Jagadeesh,Singh 2015,,,,,,,,,
,LTV,14.93,77.28,34.0,,1.75,0.258,,6.47,,3.7,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,UKD,14.99,77.25,33.7,,1.77,0.266,,6.45,,3.64,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,,14.99,77.25,41.0,,-,,,,,,,,,India,Sarkar2003,Stephenson 2024,RF_other,RF_forward,,,,,,,
,,14.99,77.25,32.5,,-,,,,,,,,,India,Sarkar2003,Stephenson 2024,RF_other,RF_forward,,,,,,,
,HPT,15.28,76.32,36.0,,1.73,0.247,,6.45,,3.73,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,,15.28,76.32,35.9,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,15.28,76.32,36.9,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,DHR,15.43,74.98,44.3,,1.77,0.265,,6.45,,3.64,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,DHR,15.43,74.98,43.0,,1.78,0.27,,6.45,,3.62,,,,India-Tibet,Gupta,Singh 2015,,,,,,,,,
,DHR,15.43,74.98,45.0,,0,0,,0.0,,3.86,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,,15.43,74.98,35.55,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,15.43,74.98,37.95,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,15.43,74.98,35.0,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,15.43,74.98,49.35,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,15.43,74.98,42.6,,1.808,,,,,,,,,India,Gupta2018,Stephenson 2024,Hk,-,,,,,,,
,,15.43,74.98,44.5,,1.77,,,,,,,,,India,Das2015,Stephenson 2024,Hk,-,,,,,,,
,GOA,15.48,73.82,41.0,,0,0,,6.5,,0.0,,,,India-Tibet,Sarkar,Singh 2015,,,,,,,,,
,,15.48,73.82,40.05,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,15.48,73.82,29.5,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,GOA,15.49,78.83,42.0,,1.73,0.25,,6.45,,3.73,,,,India-Tibet,Gupta,Singh 2015,,,,,,,,,
,,15.49,78.83,35.4,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,16.04,-61.67,28.0,,2.1,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,16.04,-61.67,32.0,,1.73,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,16.04,-61.66,37.0,,1.6,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,16.04,-61.66,31.0,,1.77,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,MLN,16.05,73.5,41.85,,1.84,0.289,,6.45,,3.51,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,,16.05,73.5,46.0,,-,,,,,,,,,India,Kumar2014,Stephenson 2024,RF_other,RF_forward,,,,,,,
,,16.05,73.5,44.0,,-,,,,,,,,,India,Kumar2014,Stephenson 2024,RF_other,RF_forward,,,,,,,
,,16.053,73.498,42.45,,1.786,,,,,,,,,India,Gupta2018,Stephenson 2024,Hk,-,,,,,,,
,,16.053,73.498,41.4,,1.822,,,,,,,,,India,Das2015,Stephenson 2024,Hk,-,,,,,,,
,BGM,16.12,74.65,48.6,,1.72,0.245,,6.45,,3.75,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,,16.12,74.65,40.0,,-,,,,,,,,,India,Acton2010,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,16.12,74.65,42.0,,-,,,,,,,,,India,Acton2010,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,16.124,74.652,46.75,,1.818,,,,,,,,,India,Gupta2018,Stephenson 2024,Hk,-,,,,,,,
,,16.124,74.652,46.8,,1.75,,,,,,,,,India,Das2015,Stephenson 2024,Hk,-,,,,,,,
,ARK,16.27,76.95,33.95,,1.76,0.262,,6.45,,3.66,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,,16.27,76.95,36.0,,-,,,,,,,,,India,Acton2010,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,16.27,76.95,38.0,,-,,,,,,,,,India,Acton2010,Stephenson 2024,RF_SW_joint,-,,,,,,,
,AMT,16.34,75.89,35.8,,1.72,0.244,,6.45,,3.75,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,,16.34,75.89,42.0,,-,,,,,,,,,India,Acton2010,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,16.34,75.89,50.0,,-,,,,,,,,,India,Acton2010,Stephenson 2024,RF_SW_joint,-,,,,,,,
,APT,16.39,78.67,32.05,,1.8,0.277,,6.45,,3.58,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,,16.39,78.67,36.0,,-,,,,,,,,,India,Acton2010,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,16.39,78.67,48.0,,-,,,,,,,,,India,Acton2010,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,16.41,120.58,32.8,,1.85,,,,,,,,,SE_Asia,Sevilla2011,Stephenson 2024,Hk,-,,,,,,,
,,16.41,120.58,33.5,,1.76,,,,,,,,,SE_Asia,Sevilla2011,Stephenson 2024,Hk,-,,,,,,,
,,16.41,120.58,39.0,,1.72,,,,,,,,,SE_Asia,Sevilla2011,Stephenson 2024,Hk,-,,,,,,,
,,16.41,120.58,41.0,,-,,,,,,,,,SE_Asia,Sevilla2011,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,16.41,120.58,47.0,,1.92,,,,,,,,,Asia_Southeast,EARS,Stephenson 2024,Hk,,,,,,,,
,MGR,16.46,80.5,47.1,,1.73,0.247,,6.45,,3.73,,,,India-Tibet,Borah,Singh 2015,,,,,,,,,
,,16.46,80.5,35.2,,-,,,,,,,,,India,Kumar2014,Stephenson 2024,RF_other,RF_inverse,,,,,,,
,,16.46,80.5,32.6,,-,,,,,,,,,India,Kumar2014,Stephenson 2024,RF_other,RF_inverse,,,,,,,
,,16.75,-62.23,24.0,,1.6,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,16.75,-62.23,46.0,,1.89,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,17.12,-99.67,27.45,,-,,,,,,,,,America_North,RodriguezDomingues2019,Stephenson 2024,Hk,-,,,,,,,
,,17.12,-99.67,30.1,,-,,,,,,,,,America_North,RodriguezDomingues2019,Stephenson 2024,Hk,-,,,,,,,
,UPL,17.29,78.92,32.5,,1.71,0.24,,6.5,,3.8,,,,India-Tibet,Sarkar,Singh 2015,,,,,,,,,
,,17.29,78.92,33.0,,-,,,,,,,,,India,Saul2000,Stephenson 2024,RF_other,RF_forward,,,,,,,
,KRD,17.31,74.18,36.0,,1.76,0.26,,6.45,,3.66,,,,India-Tibet,Gupta,Singh 2015,,,,,,,,,
,KRD,17.31,74.18,37.5,,0,0,,0.0,,3.79,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,,17.31,74.18,35.95,,1.776,,,,,,,,,India,Gupta2018,Stephenson 2024,Hk,-,,,,,,,
,,17.31,74.18,35.5,,1.774,,,,,,,,,India,Das2015,Stephenson 2024,Hk,-,,,,,,,
,HYB,17.42,78.55,33.0,,1.73,0.25,,6.4,,3.7,,,,India-Tibet,Saul,Singh 2015,,,,,,,,,
,HYB,17.42,78.55,33.1,,1.73,0.25,,6.5,,3.76,,,,India-Tibet,Sarkar,Singh 2015,,,,,,,,,
,HYB,17.42,78.55,35.0,,1.73,0.249,,6.68,,3.86,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,HYB,17.42,78.55,32.6,,1.76,0.262,,0.0,,0.0,,,,India-Tibet,Jagadeesh,Singh 2015,,,,,,,,,
,HYB,17.42,78.55,32.5,,0,0,,0.0,,3.73,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,,17.5,54.2,34.0,,1.81,,,,,,,,,Middle_East,Al-Hashmi2011,Stephenson 2024,Hk,-,,,,,,,
,,17.5,54.2,41.0,,1.62,,,,,,,,,Middle_East,EARS,Stephenson 2024,Hk,,,,,,,,
,,17.56,-98.57,32.675,,-,,,,,,,,,America_North,RodriguezDomingues2019,Stephenson 2024,Hk,-,,,,,,,
,,17.56,-98.57,37.0,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,KDG,17.66,80.69,44.0,,1.73,0.25,,6.45,,3.73,,,,India-Tibet,Gupta,Singh 2015,,,,,,,,,
,KDG,17.66,80.69,41.2,,0,0,,6.49,,3.74,,,,India-Tibet,Singh,Singh 2015,,,,,,,,,
,VISK,17.7,83.3,35.0,,0,0,,3.75,,0.0,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,,17.7,83.3,30.7,,-,,,,,,,,,India,Singh2012,Stephenson 2024,RF_other,RF_inverse,,,,,,,
,DMR,18.05,79.63,33.4,,0,0,,6.89,,3.6,,,,India-Tibet,Singh,Singh 2015,,,,,,,,,
,,18.05,79.63,45.5,,-,,,,,,,,,India,Borah2014,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,18.24,-72.52,20.6,,1.64,,,,,,,,,Caribbean,Kumar2020b,Stephenson 2024,Hk,-,,,,,,,
,,18.24,-72.52,20.0,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,18.29,42.38,38.4,,1.74,,,,,,,,,Middle_East,Kosarian2006,Stephenson 2024,Hk,-,,,,,,,
,,18.29,42.38,38.0,,-,,,,,,,,,Middle_East,Sandvol1998,Stephenson 2024,Hk,-,,,,,,,
,,18.29,42.38,39.0,,1.73,,,,,,,,,Middle_East,EARS,Stephenson 2024,Hk,,,,,,,,
,,18.34,-97.03,28.825,,-,,,,,,,,,America_North,RodriguezDomingues2019,Stephenson 2024,Hk,-,,,,,,,
